shapeid,partid,x,y
"6","0",-8.67375844513212,41.2402882061592
"6","0",-8.67375169353622,41.2402855115761
"6","0",-8.6732118811146,41.2400128132359
"6","0",-8.67267505017109,41.2397342914713
"7","0",-8.67415145553296,41.2400389357673
"7","0",-8.67275789477954,41.2396784567678
"8","0",-8.6742928429644,41.2397738718659
"8","0",-8.67311092154962,41.2391852514067
"9","0",-8.67463181260528,41.2393980561005
"9","0",-8.67371760510405,41.2389175356596
"10","0",-8.67473457149885,41.239278320858
"10","0",-8.67363189403964,41.2387332685092
"11","0",-8.67483307647947,41.2385402085692
"11","0",-8.67369366051774,41.2387207457118
"12","0",-8.67473282027852,41.2381578003923
"12","0",-8.67367851532756,41.2383090372123
"13","0",-8.6743738666827,41.2374340191441
"13","0",-8.67350599824259,41.2380065845259
"14","0",-8.6738443059108,41.2371449317673
"14","0",-8.67303282482597,41.2376837720552
"15","0",-8.6736367195262,41.2370306419953
"15","0",-8.67260059948095,41.2373367703888
"16","0",-8.67342288723367,41.2367173224005
"16","0",-8.67238760764825,41.2368731588783
"17","0",-8.67329954796646,41.2362503079295
"17","0",-8.67219757571206,41.2364120498652
"18","0",-8.67332336871472,41.2359025875517
"18","0",-8.6720370005166,41.235919851376
"19","0",-8.67341970721664,41.2357703365956
"19","0",-8.67219916779411,41.2354582703406
"20","0",-8.67376205864536,41.2353598261776
"20","0",-8.67270801975755,41.2350128842224
"21","0",-8.67355281439988,41.2339716983791
"21","0",-8.67243045338731,41.2344819043683
"22","0",-8.6726482982185,41.2336765577073
"22","0",-8.67176133203866,41.2342506747146
"23","0",-8.67246700976771,41.2336659354429
"23","0",-8.67178028503003,41.2342613864433
"24","0",-8.67244065640406,41.2336660530807
"24","0",-8.67129831974322,41.2338158878056
"25","0",-8.67146069138971,41.2338127406151
"25","0",-8.6718150431419,41.2335775387338
"25","0",-8.67191140967414,41.233522200915
"25","0",-8.6719766805165,41.2335042904664
"25","0",-8.67210181156304,41.2334631408393
"25","0",-8.67221609916125,41.2334528503473
"25","0",-8.67236128401367,41.2334747568857
"25","0",-8.67261394854477,41.2336387511534
"26","0",-8.67365434118986,41.2340023097095
"26","0",-8.67470435381736,41.2338437423481
"27","0",-8.67374940387514,41.2343610679294
"27","0",-8.67480754821762,41.2342025558652
"28","0",-8.67384539926799,41.2347203008586
"28","0",-8.67489554322202,41.2345638530825
"29","0",-8.67394387584982,41.2350813125438
"29","0",-8.67498698831006,41.2349243481352
"30","0",-8.67403845408778,41.2354413552828
"30","0",-8.67507783571778,41.2352824850425
"31","0",-8.67412989917581,41.2358018454962
"31","0",-8.67517368169055,41.2356411238719
"32","0",-8.67444254901076,41.2370023415594
"32","0",-8.67562336597606,41.2368121979353
"33","0",-8.67457821309859,41.2375115353351
"33","0",-8.67575821526103,41.2373373819063
"34","0",-8.67470790972672,41.2380228020578
"34","0",-8.67591208056812,41.2378415203461
"35","0",-8.67487592092568,41.2386530991265
"35","0",-8.6760547277275,41.2384742366547
"36","0",-8.67522914064778,41.2400198648063
"36","0",-8.67639921805432,41.2398385956595
"37","0",-8.6753145365585,41.2403628846768
"37","0",-8.67648618053999,41.2401813917678
"38","0",-8.67540963075916,41.2407057324567
"38","0",-8.67657747153623,41.2405284485898
"39","0",-8.67549599556453,41.2410461680671
"39","0",-8.67666726833169,41.2408696136791
"40","0",-8.67558765777511,41.241388283713
"40","0",-8.67675676628698,41.2412095990155
"41","0",-8.67567372374031,41.2417275378054
"41","0",-8.67684499650747,41.2415509852581
"42","0",-8.67577224993106,41.2420711069682
"42","0",-8.6769369575582,41.2418942762208
"43","0",-8.68395693387447,41.238264753353
"43","0",-8.6853785008434,41.2380428254745
"44","0",-8.68380801166512,41.2376601002796
"44","0",-8.68520628838203,41.2374503628866
"45","0",-8.6836234650397,41.236999811362
"45","0",-8.68506403928063,41.2367840042655
"46","0",-8.68346971177893,41.2363937029826
"46","0",-8.68489618684519,41.236179916432
